estudios,trabajo_gov,estado_civil_Never-married,estado_civil_married,posicion_familiar_No-en-familia,posicion_familiar_spouse,sexo_Mujer,pais_origen,trabajo_1,edad,ganancias_inversiones,horas_trabajo_semana,salario
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.1317302170229937,0.65,3.140429785880886,0.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.043602793421337036,0.4,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.10100559792904415,0.2694350136119605,-0.65,-0.3184317054925986,-3.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.14537504329139947,1.15,3.140486204882191,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.2785780651405128,-1.05,-0.3184317054925986,-2.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.22893848831278824,-0.6,3.1403838404794753,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.2301756744698302,-0.15,-0.3184317054925986,4.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.4827151486353693,-0.25,-0.3184317054925986,6.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.24801623814975915,0.276948575190357,-0.05,-0.3184317054925986,-1.4,0.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.14054896084624605,0.05,-0.3184317054925986,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.044571678905879826,0.2,-0.3184317054925986,-2.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.46136378018444163,-0.15,3.140429785880886,1.4,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.30617765649415146,0.35,-0.3184317054925986,2.0,1.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2523308809302059,0.2785780651405128,0.45,-0.3184317054925986,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.22893848831278824,1.3,-0.3184317054925986,1.6,0.0
5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2524409125782461,0.4827151486353693,0.05,3.140518031342515,1.4,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25238405330148117,0.11197123953397374,0.25,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2431153845196601,0.44573423536314816,-0.2,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.43860606057810464,1.2,3.140369719950994,0.0,1.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.43860606057810464,0.75,3.140518031342515,0.0,1.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.477830132304429,-0.35,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.276948575190357,-0.6,-0.3184317054925986,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.23866460186364394,0.9,-0.3184317054925986,2.0,1.0
2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.043602793421337036,0.25,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.276948575190357,-0.25,-0.3184317054925986,-1.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.2363994399030929,0.35,-0.3184317054925986,0.0,1.0
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.27211164678320643,0.4,-0.3184317054925986,3.0,0.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.06615943907979688,-0.6,-0.3184317054925986,8.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.055168653284161685,0.04757416289302714,-0.7,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.11614026382520354,0.25,-0.3184317054925986,2.0,1.0
3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.253103282392688,0.1370458063791242,0.1,-0.3184317054925986,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.04499350170012614,1.15,-0.3184317054925986,-1.0,0.0
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.14561435002386242,-0.2,-0.3184317054925986,6.4,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253103282392688,0.2694350136119605,2.35,-0.3184317054925986,-1.0,0.0
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.14537504329139947,-0.35,3.1403838404794753,-1.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.2694237204190783,-0.8,-0.3184317054925986,-2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.253103282392688,0.04757416289302714,1.1,-0.3184317054925986,0.0,0.0
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.43860606057810464,-0.45,-0.3184317054925986,-0.8,0.0
4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.47715311411012995,-0.15,3.140360654383529,1.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.2694237204190783,-0.7,-0.3184317054925986,-2.0,0.0
6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.44573423536314816,0.35,-0.3184317054925986,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.04499350170012614,-0.85,-0.3184317054925986,-4.0,0.0
3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25291942652550936,0.20711193221753432,-0.4,-0.3184317054925986,-0.6,1.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.4752394911753646,0.6,-0.3184317054925986,11.8,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.47715311411012995,0.15,-0.3184317054925986,0.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.2694237204190783,-0.85,-0.3184317054925986,-1.4,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.23866460186364394,0.35,-0.3184317054925986,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523308809302059,0.0610452702123862,-0.5,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.043602793421337036,-0.95,-0.3184317054925986,0.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2523308809302059,0.44675630364361263,-0.6,3.1405146648976885,2.0,1.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.20711193221753432,0.5,-0.3184317054925986,1.0,1.0
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.253103282392688,0.45344219268228825,1.55,-0.3184317054925986,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.14537504329139947,0.15,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.253103282392688,0.14054896084624605,0.25,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05568023471740398,0.22893848831278824,-0.5,-0.3184317054925986,0.0,0.0
2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.14561435002386242,1.35,-0.3184317054925986,-2.4,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2523308809302059,0.477830132304429,-0.35,-0.3184317054925986,-0.4,0.0
4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.1444024411877658,-0.5,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.44623147406256025,0.65,-0.3184317054925986,0.0,1.0
2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.2301756744698302,0.35,-0.3184317054925986,8.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.1444024411877658,0.25,-0.3184317054925986,-0.4,0.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.276948575190357,-0.35,-0.3184317054925986,4.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.2306425020394836,-0.35,-0.3184317054925986,3.0,1.0
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2916014735093968,0.22893848831278824,0.35,-0.3184317054925986,0.0,0.0
4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.2694350136119605,-0.9,-0.3184317054925986,-2.0,0.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2523308809302059,0.30617765649415146,-0.65,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.07278442114825166,-0.1,-0.3184317054925986,-2.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.276948575190357,-0.35,3.1404200341999142,2.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.23866460186364394,0.9,-0.3184317054925986,1.0,0.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.27211164678320643,-0.6,-0.3184317054925986,-4.4,0.0
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.4827151486353693,0.45,-0.3184317054925986,5.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.4827151486353693,0.1,-0.3184317054925986,2.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25291942652550936,0.47715311411012995,-0.3,-0.3184317054925986,1.6,0.0
6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25238405330148117,0.43860606057810464,-0.2,-0.3184317054925986,-3.2,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.4752394911753646,-0.05,-0.3184317054925986,3.0,0.0
3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25238405330148117,0.04674752755157676,-0.95,-0.3184317054925986,-4.8,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.07805090626291764,0.55,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.11932136349346668,-1.0,-0.3184317054925986,-3.0,0.0
3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.44573423536314816,-0.6,-0.3184317054925986,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.06615943907979688,2.2,-0.3184317054925986,-7.6,0.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.2306425020394836,-0.5,-0.3184317054925986,2.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.27211164678320643,-0.75,-0.3184317054925986,-0.6,0.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.14288577280125545,-0.95,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253103282392688,0.0772972575451131,1.45,-0.3184317054925986,-1.6,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.4827151486353693,0.25,3.140369719950994,0.0,1.0
3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.1444024411877658,0.15,-0.3184317054925986,2.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.44573423536314816,-0.05,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.20711193221753432,-0.9,-0.3184317054925986,0.0,0.0
6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.4827151486353693,0.45,3.1405404517580267,2.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.3246098403619879,0.1,-0.3184317054925986,0.0,0.0
4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.47715311411012995,0.05,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.1444024411877658,-0.7,-0.3184317054925986,-4.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.11932136349346668,2.0,3.140282538962733,-1.6,0.0
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.253103282392688,0.11932136349346668,1.45,-0.3184317054925986,-7.8,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.276948575190357,0.55,-0.3184317054925986,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2523308809302059,0.13508010102003182,1.4,-0.3184317054925986,-6.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.44623147406256025,0.7,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.253103282392688,0.46136378018444163,1.05,-0.3184317054925986,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2764210679970398,0.0,1.7,-0.3184317054925986,-5.6,0.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.14288577280125545,-0.15,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25238405330148117,0.4752394911753646,-0.4,-0.3184317054925986,0.0,1.0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.04674752755157676,-0.1,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.30617765649415146,-0.6,-0.3184317054925986,0.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.04674752755157676,-0.75,-0.3184317054925986,-1.0,0.0
5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.44675630364361263,0.1,-0.3184317054925986,0.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.04499350170012614,0.0,-0.3184317054925986,-4.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2523308809302059,0.14537504329139947,1.25,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.4827151486353693,1.0,-0.3184317054925986,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.4827151486353693,-0.4,-0.3184317054925986,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.043602793421337036,0.0,-0.3184317054925986,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05164220877965927,0.14288577280125545,-0.65,-0.3184317054925986,-1.4,0.0
3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.253103282392688,0.14054896084624605,0.25,-0.3184317054925986,0.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2523308809302059,0.21102211855176167,-0.85,-0.3184317054925986,-2.0,0.0
3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.4827151486353693,0.15,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.11932136349346668,1.85,-0.3184317054925986,-6.8,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.22893848831278824,-0.45,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.11766640967151648,0.7,-0.3184317054925986,6.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.47715311411012995,0.45,-0.3184317054925986,1.0,0.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.44623147406256025,-0.5,3.1405404517580267,2.0,1.0
2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2311784227522996,0.0,-0.7,-0.3184317054925986,0.0,0.0
6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2875809436798553,0.43860606057810464,-0.4,-0.3184317054925986,-6.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.46136378018444163,-0.4,3.140518031342515,4.0,1.0
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.4827151486353693,0.1,-0.3184317054925986,0.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25238405330148117,0.04674752755157676,-0.55,-0.3184317054925986,-2.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.31622778393234546,-0.6,-0.3184317054925986,0.8,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.253103282392688,0.04757416289302714,-0.3,-0.3184317054925986,-0.6,0.0
4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.14537504329139947,-0.1,-0.3184317054925986,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25238405330148117,0.21758656438800417,-0.6,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.20711193221753432,-0.65,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2009743827026942,0.3246098403619879,0.05,-0.3184317054925986,0.0,0.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.3222018377607331,-0.55,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.11766640967151648,-0.7,-0.3184317054925986,2.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.2694237204190783,0.0,3.140486204882191,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.11614026382520354,-0.15,-0.3184317054925986,3.0,0.0
3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.3222018377607331,-0.45,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.043602793421337036,0.55,-0.3184317054925986,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.13508010102003182,-0.1,-0.3184317054925986,0.0,0.0
7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.2306425020394836,0.45,-0.3184317054925986,2.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.251809134933005,0.45344219268228825,-0.15,-0.3184317054925986,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.052034980141554395,0.0610452702123862,0.0,-0.3184317054925986,0.0,0.0
6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.4752394911753646,0.35,-0.3184317054925986,2.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.043602793421337036,-0.95,-0.3184317054925986,-5.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.06615943907979688,-1.0,-0.3184317054925986,-3.6,0.0
5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.4827151486353693,-0.05,-0.3184317054925986,0.0,0.0
4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25238405330148117,0.43860606057810464,0.55,-0.3184317054925986,0.0,0.0
3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.32043238400843865,-0.25,-0.3184317054925986,1.6,1.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.2694237204190783,-0.55,-0.3184317054925986,0.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.14537504329139947,-0.2,-0.3184317054925986,-1.0,0.0
6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.2401181998349392,0.45344219268228825,0.8,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2523308809302059,0.21102211855176167,-0.7,-0.3184317054925986,0.0,0.0
5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.45344219268228825,0.3,-0.3184317054925986,4.0,1.0
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.22893848831278824,0.5,-0.3184317054925986,2.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.14537504329139947,-0.75,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.04499350170012614,-0.45,-0.3184317054925986,-0.4,0.0
3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.04757416289302714,-0.85,-0.3184317054925986,-6.2,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.04757416289302714,-1.0,-0.3184317054925986,-1.6,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.2785780651405128,-1.0,-0.3184317054925986,-1.6,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.20711193221753432,-0.45,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.12681954946323534,0.15,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.06615943907979688,-0.3,-0.3184317054925986,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.04499350170012614,1.15,-0.3184317054925986,-3.2,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25238405330148117,0.43860606057810464,2.05,-0.3184317054925986,-6.8,0.0
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.1317302170229937,-0.2,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.4827151486353693,0.4,-0.3184317054925986,0.0,1.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.2694350136119605,0.6,-0.3184317054925986,4.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.1370458063791242,-0.45,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.14537504329139947,-0.75,3.140402228921941,0.0,0.0
2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.14288577280125545,1.3,-0.3184317054925986,0.0,0.0
6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.45344219268228825,1.6,3.1404880369383017,2.0,1.0
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.14537504329139947,-0.5,-0.3184317054925986,0.0,0.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.24981388340254695,0.0772972575451131,0.65,-0.3184317054925986,0.0,0.0
4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.253103282392688,0.45344219268228825,-0.2,3.1404433335083337,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25238405330148117,0.07805090626291764,-0.45,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2821429325391914,0.04499350170012614,0.55,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.477830132304429,1.95,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.04499350170012614,-0.3,-0.3184317054925986,-1.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2523308809302059,0.30617765649415146,-0.55,-0.3184317054925986,0.0,1.0
2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.276948575190357,-0.8,-0.3184317054925986,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1701173052130028,0.2301756744698302,-0.15,-0.3184317054925986,0.0,1.0
4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.3093504339789422,0.2,-0.3184317054925986,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.12681954946323534,-0.15,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.11985397288260906,1.2,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.31851124327355446,-0.25,3.140331117270882,-4.8,0.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.477830132304429,0.35,-0.3184317054925986,3.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2524409125782461,0.2694237204190783,-0.95,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.253103282392688,0.23866460186364394,0.0,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.12681954946323534,-0.6,-0.3184317054925986,1.0,0.0
4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.477830132304429,-0.45,-0.3184317054925986,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10671922412010929,0.11766640967151648,-0.15,-0.3184317054925986,8.0,0.0
3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.044571678905879826,-0.9,-0.3184317054925986,-4.0,0.0
6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.44573423536314816,0.25,-0.3184317054925986,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.44675630364361263,1.55,-0.3184317054925986,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.20711193221753432,0.05,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.21213128760782557,0.13508010102003182,-0.05,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.23866460186364394,-0.5,-0.3184317054925986,0.0,0.0
4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.253103282392688,0.3140559455268139,-0.6,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.2694237204190783,-0.3,-0.3184317054925986,-2.0,0.0
4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.253103282392688,0.46136378018444163,0.25,-0.3184317054925986,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3230989879632988,0.47715311411012995,0.55,-0.3184317054925986,-2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055168653284161685,0.04757416289302714,-0.5,-0.3184317054925986,4.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.12681954946323534,-0.15,3.1403534749097393,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.11442545099789944,-0.95,3.1392187417934103,-6.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.2306425020394836,-0.15,-0.3184317054925986,0.0,1.0
